index,Better,Worse,label
32,frames/DoughRolling/S14,frames/DoughRolling/S51,1
51,frames/DoughRolling/S18,frames/DoughRolling/S37,1
130,frames/ChopstickUsing/E4,frames/ChopstickUsing/E5,1
16,frames/DoughRolling/S07,frames/DoughRolling/S54,1
256,frames/Suturing/F003,frames/Suturing/H003,1
7,frames/DoughRolling/S32,frames/DoughRolling/S34,1
176,frames/Needle_Passing/F004,frames/Needle_Passing/E005,1
118,frames/Needle_Passing/D005,frames/Needle_Passing/I002,1
48,frames/DoughRolling/S19,frames/DoughRolling/S11,1
114,frames/ChopstickUsing/C3,frames/ChopstickUsing/E2,1
212,frames/Knot_Tying/E003,frames/Knot_Tying/F004,1
298,frames/ChopstickUsing/H5,frames/ChopstickUsing/A5,1
163,frames/Needle_Passing/H005,frames/Needle_Passing/I004,1
2,frames/Suturing/C004,frames/Suturing/H005,1
86,frames/DoughRolling/S55,frames/DoughRolling/S50,1
69,frames/ChopstickUsing/F4,frames/ChopstickUsing/G2,0
41,frames/Knot_Tying/D005,frames/Knot_Tying/G003,1
145,frames/Needle_Passing/B003,frames/Needle_Passing/C003,1
113,frames/Knot_Tying/F002,frames/Knot_Tying/G005,1
205,frames/Suturing/F005,frames/Suturing/C002,1
28,frames/HandDrawing/B4,frames/HandDrawing/F3,1
40,frames/Suturing/G002,frames/Suturing/B001,1
237,frames/Knot_Tying/E004,frames/Knot_Tying/B002,1
141,frames/Needle_Passing/D004,frames/Needle_Passing/C001,1
72,frames/DoughRolling/S33,frames/DoughRolling/S08,1
290,frames/Knot_Tying/D002,frames/Knot_Tying/B004,1
208,frames/ChopstickUsing/H4,frames/ChopstickUsing/H1,1
173,frames/ChopstickUsing/H3,frames/ChopstickUsing/H5,1
110,frames/Suturing/I005,frames/Suturing/D001,1
26,frames/Sonic_Drawing/A4,frames/Sonic_Drawing/A2,1
188,frames/Suturing/F005,frames/Suturing/E004,1
83,frames/Suturing/E001,frames/Suturing/D003,1
38,frames/HandDrawing/E1,frames/HandDrawing/F2,1
54,frames/ChopstickUsing/C5,frames/ChopstickUsing/E4,0
17,frames/Sonic_Drawing/A5,frames/Sonic_Drawing/B1,1
333,frames/Suturing/I003,frames/Suturing/G001,1
277,frames/Knot_Tying/E003,frames/Knot_Tying/C003,1
22,frames/Knot_Tying/H005,frames/Knot_Tying/F003,1
11,frames/Knot_Tying/E005,frames/Knot_Tying/H003,1
18,frames/HandDrawing/B2,frames/HandDrawing/E5,0
159,frames/Needle_Passing/F001,frames/Needle_Passing/B004,1
31,frames/Knot_Tying/E005,frames/Knot_Tying/D003,1
249,frames/Needle_Passing/C002,frames/Needle_Passing/C003,1
344,frames/Suturing/C004,frames/Suturing/B005,1
34,frames/ChopstickUsing/H3,frames/ChopstickUsing/H1,1
166,frames/Knot_Tying/D003,frames/Knot_Tying/B002,1
247,frames/Needle_Passing/D002,frames/Needle_Passing/B001,1
47,frames/ChopstickUsing/H2,frames/ChopstickUsing/F4,1
19,frames/Needle_Passing/B004,frames/Needle_Passing/D005,1
33,frames/Suturing/I004,frames/Suturing/D003,1
119,frames/ChopstickUsing/D1,frames/ChopstickUsing/F3,1
101,frames/Needle_Passing/C005,frames/Needle_Passing/C003,1
77,frames/Suturing/E004,frames/Suturing/D004,1
63,frames/Knot_Tying/F003,frames/Knot_Tying/B002,1
259,frames/Knot_Tying/F005,frames/Knot_Tying/G004,1
27,frames/Knot_Tying/E005,frames/Knot_Tying/F003,1
282,frames/Knot_Tying/E003,frames/Knot_Tying/G003,1
10,frames/ChopstickUsing/D5,frames/ChopstickUsing/C4,1
281,frames/Knot_Tying/D005,frames/Knot_Tying/D003,1
36,frames/Sonic_Drawing/D4,frames/Sonic_Drawing/B5,1
336,frames/Knot_Tying/E005,frames/Knot_Tying/B003,1
58,frames/ChopstickUsing/E4,frames/ChopstickUsing/E5,1
223,frames/Suturing/C001,frames/Suturing/B001,1
235,frames/Suturing/H005,frames/Suturing/E001,1
325,frames/Suturing/E003,frames/Suturing/E001,1
77,frames/ChopstickUsing/H2,frames/ChopstickUsing/H5,0
165,frames/Knot_Tying/H003,frames/Knot_Tying/B003,1
104,frames/Suturing/E002,frames/Suturing/H001,1
90,frames/Knot_Tying/C002,frames/Knot_Tying/B002,1
296,frames/Suturing/F004,frames/Suturing/E002,1
45,frames/Needle_Passing/I003,frames/Needle_Passing/C005,1
364,frames/Suturing/C003,frames/Suturing/C002,1
354,frames/Suturing/I002,frames/Suturing/H001,1
120,frames/Suturing/D003,frames/Suturing/B004,1
266,frames/Needle_Passing/H002,frames/Needle_Passing/C002,1
140,frames/Needle_Passing/H005,frames/Needle_Passing/C002,1
4,frames/Suturing/I004,frames/Suturing/E002,1
46,frames/Suturing/I004,frames/Suturing/D005,1
94,frames/Needle_Passing/E001,frames/Needle_Passing/B001,1
258,frames/Knot_Tying/C004,frames/Knot_Tying/F005,1
35,frames/DoughRolling/S53,frames/DoughRolling/S16,1
27,frames/HandDrawing/B5,frames/HandDrawing/E1,0
130,frames/Suturing/B002,frames/Suturing/D003,1
70,frames/DoughRolling/S18,frames/DoughRolling/S49,1
312,frames/Suturing/F005,frames/Suturing/H004,1
73,frames/HandDrawing/E3,frames/HandDrawing/F1,1
180,frames/Suturing/F004,frames/Suturing/E004,1
61,frames/HandDrawing/B1,frames/HandDrawing/E2,1
81,frames/DoughRolling/S55,frames/DoughRolling/S30,1
258,frames/ChopstickUsing/E4,frames/ChopstickUsing/G4,1
163,frames/ChopstickUsing/A3,frames/ChopstickUsing/B5,1
102,frames/Knot_Tying/E002,frames/Knot_Tying/D001,1
74,frames/Knot_Tying/E004,frames/Knot_Tying/B004,1
55,frames/ChopstickUsing/C5,frames/ChopstickUsing/F2,0
62,frames/Knot_Tying/C004,frames/Knot_Tying/I005,1
350,frames/Suturing/I004,frames/Suturing/E004,1
94,frames/Knot_Tying/D002,frames/Knot_Tying/B003,1
182,frames/ChopstickUsing/D4,frames/ChopstickUsing/G2,1
279,frames/Knot_Tying/D001,frames/Knot_Tying/I002,1
36,frames/Suturing/G005,frames/Suturing/I004,0
165,frames/Needle_Passing/F003,frames/Needle_Passing/E004,1
59,frames/ChopstickUsing/A1,frames/ChopstickUsing/A4,1
130,frames/Knot_Tying/C001,frames/Knot_Tying/B001,1
99,frames/Needle_Passing/D004,frames/Needle_Passing/C003,1
237,frames/ChopstickUsing/C3,frames/ChopstickUsing/F5,1
139,frames/Knot_Tying/G002,frames/Knot_Tying/F003,1
78,frames/ChopstickUsing/H5,frames/ChopstickUsing/A1,1
281,frames/Suturing/B002,frames/Suturing/B005,1
146,frames/Needle_Passing/F004,frames/Needle_Passing/E003,1
75,frames/HandDrawing/A3,frames/HandDrawing/B2,1
23,frames/Needle_Passing/E005,frames/Needle_Passing/D002,1
200,frames/ChopstickUsing/C4,frames/ChopstickUsing/C2,1
272,frames/Knot_Tying/D001,frames/Knot_Tying/B002,1
316,frames/Suturing/G002,frames/Suturing/C005,1
292,frames/ChopstickUsing/B3,frames/ChopstickUsing/E2,1
392,frames/Suturing/E003,frames/Suturing/B003,1
256,frames/Suturing/H005,frames/Suturing/I003,1
114,frames/Suturing/H004,frames/Suturing/E001,1
118,frames/ChopstickUsing/A3,frames/ChopstickUsing/A2,1
50,frames/Sonic_Drawing/C3,frames/Sonic_Drawing/D3,1
218,frames/ChopstickUsing/E3,frames/ChopstickUsing/E4,1
17,frames/ChopstickUsing/D4,frames/ChopstickUsing/D3,1
61,frames/DoughRolling/S17,frames/DoughRolling/S11,1
48,frames/Suturing/H004,frames/Suturing/I003,1
219,frames/Needle_Passing/I005,frames/Needle_Passing/H004,1
6,frames/ChopstickUsing/H3,frames/ChopstickUsing/G2,1
234,frames/ChopstickUsing/A3,frames/ChopstickUsing/A4,1
290,frames/Knot_Tying/C004,frames/Knot_Tying/B003,1
237,frames/ChopstickUsing/C4,frames/ChopstickUsing/A4,1
260,frames/ChopstickUsing/D4,frames/ChopstickUsing/B2,1
17,frames/Suturing/F001,frames/Suturing/G005,1
98,frames/DoughRolling/S18,frames/DoughRolling/S51,1
31,frames/Suturing/E005,frames/Suturing/D003,1
36,frames/HandDrawing/B1,frames/HandDrawing/F3,1
123,frames/ChopstickUsing/F2,frames/ChopstickUsing/G3,1
143,frames/Knot_Tying/C005,frames/Knot_Tying/B004,1
86,frames/Needle_Passing/E003,frames/Needle_Passing/D001,1
175,frames/ChopstickUsing/H5,frames/ChopstickUsing/E4,1
323,frames/Suturing/C003,frames/Suturing/G005,1
18,frames/Needle_Passing/B003,frames/Needle_Passing/D003,1
375,frames/Knot_Tying/C005,frames/Knot_Tying/F004,1
45,frames/Sonic_Drawing/C4,frames/Sonic_Drawing/B5,1
5,frames/Suturing/F005,frames/Suturing/C005,1
234,frames/ChopstickUsing/D1,frames/ChopstickUsing/A2,1
206,frames/Knot_Tying/E002,frames/Knot_Tying/H003,1
242,frames/Knot_Tying/E003,frames/Knot_Tying/I005,1
142,frames/Suturing/C003,frames/Suturing/D004,1
12,frames/Needle_Passing/D005,frames/Needle_Passing/E001,0
200,frames/Needle_Passing/B004,frames/Needle_Passing/D002,1
247,frames/Knot_Tying/E002,frames/Knot_Tying/F005,1
189,frames/ChopstickUsing/E3,frames/ChopstickUsing/G4,1
163,frames/Suturing/F002,frames/Suturing/E004,1
32,frames/Needle_Passing/B003,frames/Needle_Passing/I002,1
21,frames/DoughRolling/S15,frames/DoughRolling/S53,0
260,frames/Suturing/F001,frames/Suturing/G002,1
267,frames/Suturing/I001,frames/Suturing/B003,1
313,frames/Suturing/E003,frames/Suturing/B002,1
338,frames/Suturing/C003,frames/Suturing/H005,1
149,frames/ChopstickUsing/H2,frames/ChopstickUsing/H1,1
287,frames/ChopstickUsing/C3,frames/ChopstickUsing/B1,1
40,frames/ChopstickUsing/C3,frames/ChopstickUsing/G3,1
54,frames/Sonic_Drawing/B4,frames/Sonic_Drawing/B3,1
289,frames/Knot_Tying/B003,frames/Knot_Tying/G004,1
61,frames/Sonic_Drawing/C1,frames/Sonic_Drawing/D1,1
7,frames/DoughRolling/S11,frames/DoughRolling/S35,0
286,frames/ChopstickUsing/G1,frames/ChopstickUsing/G5,1
85,frames/Suturing/F004,frames/Suturing/G001,1
247,frames/Knot_Tying/F002,frames/Knot_Tying/G003,1
279,frames/Suturing/E004,frames/Suturing/D002,1
48,frames/ChopstickUsing/C2,frames/ChopstickUsing/G2,0
50,frames/Suturing/C004,frames/Suturing/H003,1
265,frames/ChopstickUsing/H4,frames/ChopstickUsing/B5,1
31,frames/Suturing/F001,frames/Suturing/F004,0
69,frames/Knot_Tying/D004,frames/Knot_Tying/E004,1
72,frames/Needle_Passing/H004,frames/Needle_Passing/B004,1
198,frames/Needle_Passing/E005,frames/Needle_Passing/I002,1
133,frames/ChopstickUsing/B3,frames/ChopstickUsing/G1,1
163,frames/Knot_Tying/E002,frames/Knot_Tying/D005,1
268,frames/ChopstickUsing/H2,frames/ChopstickUsing/A2,1
78,frames/ChopstickUsing/H1,frames/ChopstickUsing/E4,1
1,frames/Needle_Passing/B003,frames/Needle_Passing/E004,0
1,frames/DoughRolling/S49,frames/DoughRolling/S51,1
27,frames/DoughRolling/S07,frames/DoughRolling/S31,1
15,frames/Knot_Tying/C002,frames/Knot_Tying/I005,1
48,frames/ChopstickUsing/C5,frames/ChopstickUsing/A4,1
95,frames/ChopstickUsing/C3,frames/ChopstickUsing/E2,1
12,frames/ChopstickUsing/D4,frames/ChopstickUsing/A5,1
74,frames/Suturing/I003,frames/Suturing/D003,1
34,frames/Knot_Tying/C002,frames/Knot_Tying/B002,1
292,frames/Knot_Tying/C005,frames/Knot_Tying/B002,1
275,frames/ChopstickUsing/B2,frames/ChopstickUsing/G2,1
279,frames/Knot_Tying/G003,frames/Knot_Tying/I001,1
3,frames/HandDrawing/E4,frames/HandDrawing/F2,1
19,frames/ChopstickUsing/H3,frames/ChopstickUsing/B3,1
250,frames/Knot_Tying/E005,frames/Knot_Tying/E004,1
90,frames/Suturing/C003,frames/Suturing/B005,1
231,frames/Suturing/E002,frames/Suturing/D002,1
206,frames/ChopstickUsing/B3,frames/ChopstickUsing/A2,1
22,frames/DoughRolling/S55,frames/DoughRolling/S32,1
58,frames/Suturing/C003,frames/Suturing/B001,1
3,frames/HandDrawing/F3,frames/HandDrawing/F1,1
131,frames/Suturing/F005,frames/Suturing/F002,1
72,frames/Needle_Passing/H004,frames/Needle_Passing/C004,1
2,frames/ChopstickUsing/A1,frames/ChopstickUsing/F1,0
135,frames/Knot_Tying/E002,frames/Knot_Tying/H005,1
201,frames/Suturing/H001,frames/Suturing/B001,1
60,frames/Suturing/E002,frames/Suturing/E005,1
10,frames/HandDrawing/A1,frames/HandDrawing/E3,1
352,frames/Knot_Tying/F002,frames/Knot_Tying/F001,1
31,frames/Sonic_Drawing/B4,frames/Sonic_Drawing/A2,1
325,frames/Knot_Tying/F002,frames/Knot_Tying/D001,1
20,frames/Sonic_Drawing/B2,frames/Sonic_Drawing/C1,0
150,frames/Suturing/F003,frames/Suturing/F001,1
112,frames/Knot_Tying/B003,frames/Knot_Tying/I003,1
343,frames/Suturing/I004,frames/Suturing/D003,1
268,frames/ChopstickUsing/E3,frames/ChopstickUsing/F1,1
55,frames/Needle_Passing/F001,frames/Needle_Passing/E003,1
81,frames/ChopstickUsing/C1,frames/ChopstickUsing/F4,1
136,frames/Knot_Tying/C001,frames/Knot_Tying/I003,1
44,frames/ChopstickUsing/H5,frames/ChopstickUsing/A1,1
55,frames/HandDrawing/A1,frames/HandDrawing/F3,1
33,frames/HandDrawing/B3,frames/HandDrawing/E1,1
109,frames/Needle_Passing/F001,frames/Needle_Passing/D004,1
8,frames/Sonic_Drawing/A3,frames/Sonic_Drawing/C2,0
29,frames/Sonic_Drawing/C2,frames/Sonic_Drawing/D3,0
102,frames/Suturing/I005,frames/Suturing/I003,1
227,frames/ChopstickUsing/D1,frames/ChopstickUsing/G4,1
142,frames/ChopstickUsing/H1,frames/ChopstickUsing/A5,1
85,frames/Suturing/D001,frames/Suturing/D004,1
177,frames/ChopstickUsing/E4,frames/ChopstickUsing/G1,1
159,frames/Suturing/H004,frames/Suturing/I001,1
148,frames/Needle_Passing/F004,frames/Needle_Passing/E001,1
5,frames/ChopstickUsing/D5,frames/ChopstickUsing/B4,1
29,frames/Needle_Passing/C005,frames/Needle_Passing/D003,1
11,frames/Sonic_Drawing/D4,frames/Sonic_Drawing/B5,1
120,frames/ChopstickUsing/B3,frames/ChopstickUsing/F2,1
43,frames/ChopstickUsing/F2,frames/ChopstickUsing/F1,1
154,frames/Suturing/H004,frames/Suturing/D001,1
2,frames/Knot_Tying/C001,frames/Knot_Tying/I003,1
43,frames/ChopstickUsing/D2,frames/ChopstickUsing/C2,1
113,frames/Needle_Passing/I004,frames/Needle_Passing/D005,1
87,frames/Knot_Tying/E003,frames/Knot_Tying/F003,1
188,frames/Knot_Tying/D002,frames/Knot_Tying/H003,1
74,frames/Needle_Passing/E004,frames/Needle_Passing/D001,1
3,frames/DoughRolling/S53,frames/DoughRolling/S34,1
25,frames/DoughRolling/S16,frames/DoughRolling/S29,0
295,frames/Suturing/F001,frames/Suturing/D003,1
23,frames/Suturing/I004,frames/Suturing/G003,1
225,frames/Suturing/G004,frames/Suturing/D004,1
59,frames/Sonic_Drawing/C3,frames/Sonic_Drawing/B3,1
198,frames/Knot_Tying/D003,frames/Knot_Tying/G002,1
171,frames/Knot_Tying/E002,frames/Knot_Tying/F003,1
45,frames/HandDrawing/B4,frames/HandDrawing/F1,1
296,frames/Knot_Tying/E001,frames/Knot_Tying/B004,1
135,frames/Knot_Tying/C002,frames/Knot_Tying/G005,1
291,frames/Knot_Tying/C004,frames/Knot_Tying/F001,1
7,frames/HandDrawing/E2,frames/HandDrawing/E3,1
135,frames/Suturing/H003,frames/Suturing/H001,1
259,frames/ChopstickUsing/D1,frames/ChopstickUsing/C2,1
72,frames/ChopstickUsing/A5,frames/ChopstickUsing/G5,1
90,frames/Suturing/F004,frames/Suturing/H005,1
176,frames/ChopstickUsing/B2,frames/ChopstickUsing/E3,1
397,frames/Suturing/B002,frames/Suturing/G003,1
58,frames/HandDrawing/A5,frames/HandDrawing/B2,1
263,frames/Suturing/D002,frames/Suturing/I001,1
251,frames/Knot_Tying/G002,frames/Knot_Tying/B004,1
109,frames/Knot_Tying/E002,frames/Knot_Tying/B002,1
37,frames/HandDrawing/A3,frames/HandDrawing/A1,1
62,frames/Suturing/I002,frames/Suturing/E005,1
105,frames/DoughRolling/S33,frames/DoughRolling/S28,1
157,frames/ChopstickUsing/D2,frames/ChopstickUsing/A1,1
129,frames/Suturing/I005,frames/Suturing/D002,1
16,frames/Sonic_Drawing/D5,frames/Sonic_Drawing/C5,1
155,frames/Knot_Tying/F002,frames/Knot_Tying/I003,1
158,frames/Needle_Passing/H002,frames/Needle_Passing/E003,1
7,frames/Knot_Tying/E004,frames/Knot_Tying/I005,1
148,frames/Needle_Passing/E005,frames/Needle_Passing/E004,1
201,frames/Suturing/D002,frames/Suturing/E001,1
4,frames/HandDrawing/A1,frames/HandDrawing/E1,0
360,frames/Suturing/C004,frames/Suturing/H001,1
170,frames/Knot_Tying/C005,frames/Knot_Tying/D001,1
38,frames/Needle_Passing/F001,frames/Needle_Passing/E005,1
351,frames/Suturing/E005,frames/Suturing/C005,1
188,frames/Suturing/H005,frames/Suturing/G003,1
30,frames/ChopstickUsing/D4,frames/ChopstickUsing/E4,1
10,frames/Knot_Tying/E003,frames/Knot_Tying/D001,1
231,frames/Knot_Tying/E005,frames/Knot_Tying/I003,1
38,frames/ChopstickUsing/F2,frames/ChopstickUsing/F5,1
286,frames/ChopstickUsing/C4,frames/ChopstickUsing/E2,1
0,frames/Knot_Tying/D003,frames/Knot_Tying/B002,1
41,frames/HandDrawing/E4,frames/HandDrawing/E5,0
80,frames/ChopstickUsing/D3,frames/ChopstickUsing/A3,1
44,frames/Sonic_Drawing/C5,frames/Sonic_Drawing/B3,1
103,frames/DoughRolling/S49,frames/DoughRolling/S30,1
156,frames/Knot_Tying/D001,frames/Knot_Tying/D003,1
381,frames/Suturing/C003,frames/Suturing/C005,1
195,frames/Knot_Tying/F001,frames/Knot_Tying/H003,1
5,frames/ChopstickUsing/H2,frames/ChopstickUsing/B5,1
68,frames/DoughRolling/S36,frames/DoughRolling/S35,1
62,frames/HandDrawing/B1,frames/HandDrawing/E2,1
95,frames/DoughRolling/S54,frames/DoughRolling/S37,1
293,frames/ChopstickUsing/D3,frames/ChopstickUsing/A4,1
2,frames/Needle_Passing/H002,frames/Needle_Passing/I003,1
162,frames/Knot_Tying/C002,frames/Knot_Tying/F003,1
328,frames/Suturing/G004,frames/Suturing/G001,1
56,frames/DoughRolling/S48,frames/DoughRolling/S47,1
304,frames/Suturing/F005,frames/Suturing/D001,1
184,frames/Knot_Tying/C003,frames/Knot_Tying/D001,1
78,frames/DoughRolling/S07,frames/DoughRolling/S14,1
286,frames/Knot_Tying/G003,frames/Knot_Tying/G001,1
135,frames/ChopstickUsing/D4,frames/ChopstickUsing/F4,1
3,frames/Sonic_Drawing/A2,frames/Sonic_Drawing/B3,0
308,frames/Suturing/F004,frames/Suturing/C002,1
61,frames/DoughRolling/S18,frames/DoughRolling/S29,1
13,frames/Sonic_Drawing/D5,frames/Sonic_Drawing/A2,1
51,frames/HandDrawing/A2,frames/HandDrawing/F2,1
165,frames/Knot_Tying/C002,frames/Knot_Tying/C004,1
362,frames/Suturing/F001,frames/Suturing/D003,1
409,frames/Suturing/G004,frames/Suturing/D003,1
116,frames/ChopstickUsing/D3,frames/ChopstickUsing/G4,1
277,frames/ChopstickUsing/D2,frames/ChopstickUsing/F4,1
14,frames/Suturing/C005,frames/Suturing/I001,0
117,frames/Suturing/C003,frames/Suturing/D001,1
128,frames/ChopstickUsing/D3,frames/ChopstickUsing/A3,1
229,frames/Suturing/G004,frames/Suturing/D003,1
43,frames/Sonic_Drawing/B2,frames/Sonic_Drawing/B3,1
349,frames/Suturing/C004,frames/Suturing/G001,1
34,frames/Sonic_Drawing/B4,frames/Sonic_Drawing/D3,1
10,frames/DoughRolling/S11,frames/DoughRolling/S47,0
167,frames/ChopstickUsing/E2,frames/ChopstickUsing/A5,1
348,frames/Suturing/H003,frames/Suturing/H001,1
244,frames/Suturing/I005,frames/Suturing/I001,1
34,frames/Suturing/F003,frames/Suturing/E002,1
17,frames/Needle_Passing/B003,frames/Needle_Passing/D002,1
229,frames/Needle_Passing/E003,frames/Needle_Passing/C002,1
42,frames/HandDrawing/E4,frames/HandDrawing/F1,1
218,frames/Suturing/H004,frames/Suturing/E001,1
213,frames/Knot_Tying/C001,frames/Knot_Tying/B002,1
179,frames/Suturing/C004,frames/Suturing/G003,1
243,frames/Knot_Tying/E003,frames/Knot_Tying/E002,1
14,frames/Sonic_Drawing/D2,frames/Sonic_Drawing/A1,1
139,frames/Knot_Tying/F003,frames/Knot_Tying/G001,1
167,frames/Needle_Passing/D001,frames/Needle_Passing/C003,1
167,frames/Knot_Tying/C001,frames/Knot_Tying/G003,1
18,frames/ChopstickUsing/H4,frames/ChopstickUsing/A2,1
292,frames/ChopstickUsing/D2,frames/ChopstickUsing/C1,1
95,frames/DoughRolling/S48,frames/DoughRolling/S17,1
19,frames/ChopstickUsing/A4,frames/ChopstickUsing/G4,0
195,frames/Knot_Tying/E003,frames/Knot_Tying/D003,1
191,frames/Needle_Passing/B003,frames/Needle_Passing/C001,1
274,frames/Suturing/C005,frames/Suturing/B003,1
219,frames/ChopstickUsing/H2,frames/ChopstickUsing/B5,1
84,frames/Suturing/E005,frames/Suturing/B001,1
52,frames/HandDrawing/B4,frames/HandDrawing/F4,1
334,frames/Suturing/C001,frames/Suturing/H005,1
298,frames/Knot_Tying/G004,frames/Knot_Tying/I005,1
63,frames/DoughRolling/S15,frames/DoughRolling/S17,1
110,frames/Knot_Tying/F005,frames/Knot_Tying/D003,1
10,frames/Knot_Tying/B003,frames/Knot_Tying/I005,1
406,frames/Suturing/C004,frames/Suturing/E002,1
2,frames/Needle_Passing/F004,frames/Needle_Passing/H004,1
329,frames/Suturing/E002,frames/Suturing/H004,1
152,frames/Knot_Tying/F005,frames/Knot_Tying/I002,1
9,frames/DoughRolling/S14,frames/DoughRolling/S51,1
72,frames/Knot_Tying/H005,frames/Knot_Tying/B004,1
47,frames/HandDrawing/A5,frames/HandDrawing/B3,1
243,frames/ChopstickUsing/E3,frames/ChopstickUsing/G5,1
385,frames/Suturing/G005,frames/Suturing/C005,1
116,frames/Suturing/F003,frames/Suturing/E003,1
8,frames/Needle_Passing/C004,frames/Needle_Passing/C002,1
225,frames/Suturing/F004,frames/Suturing/G002,1
250,frames/Knot_Tying/H003,frames/Knot_Tying/G003,1
23,frames/Sonic_Drawing/B3,frames/Sonic_Drawing/B5,0
5,frames/Suturing/B002,frames/Suturing/I003,0
49,frames/HandDrawing/A1,frames/HandDrawing/F1,1
61,frames/Needle_Passing/C004,frames/Needle_Passing/C001,1
104,frames/Knot_Tying/C001,frames/Knot_Tying/G001,1
15,frames/Sonic_Drawing/A4,frames/Sonic_Drawing/D3,0
201,frames/ChopstickUsing/E2,frames/ChopstickUsing/E5,1
367,frames/Suturing/C001,frames/Suturing/D003,1
315,frames/Knot_Tying/F001,frames/Knot_Tying/I005,1
137,frames/Needle_Passing/I005,frames/Needle_Passing/B002,1
66,frames/Needle_Passing/F003,frames/Needle_Passing/C004,1
31,frames/Knot_Tying/B001,frames/Knot_Tying/I002,1
62,frames/Knot_Tying/E001,frames/Knot_Tying/D002,1
396,frames/Suturing/F001,frames/Suturing/B001,1
36,frames/DoughRolling/S20,frames/DoughRolling/S53,0
73,frames/DoughRolling/S09,frames/DoughRolling/S31,1
310,frames/Suturing/G003,frames/Suturing/B005,1
229,frames/Knot_Tying/C002,frames/Knot_Tying/D002,1
278,frames/Knot_Tying/C003,frames/Knot_Tying/D001,1
87,frames/Suturing/B003,frames/Suturing/B001,1
19,frames/HandDrawing/E1,frames/HandDrawing/F1,1
68,frames/Knot_Tying/F004,frames/Knot_Tying/I001,1
379,frames/Suturing/B002,frames/Suturing/G001,1
267,frames/Knot_Tying/F004,frames/Knot_Tying/I005,1
52,frames/Sonic_Drawing/A4,frames/Sonic_Drawing/B5,1
75,frames/Suturing/C004,frames/Suturing/H004,1
167,frames/Needle_Passing/E004,frames/Needle_Passing/E001,1
370,frames/Suturing/G005,frames/Suturing/E001,1
229,frames/Knot_Tying/F001,frames/Knot_Tying/F005,1
312,frames/ChopstickUsing/D4,frames/ChopstickUsing/G5,1
185,frames/ChopstickUsing/C1,frames/ChopstickUsing/C4,1
104,frames/Suturing/C001,frames/Suturing/I003,1
332,frames/Suturing/F003,frames/Suturing/G002,1
1,frames/Knot_Tying/B002,frames/Knot_Tying/I001,0
162,frames/ChopstickUsing/D1,frames/ChopstickUsing/B2,1
42,frames/DoughRolling/S30,frames/DoughRolling/S40,0
70,frames/HandDrawing/A4,frames/HandDrawing/F5,1
96,frames/ChopstickUsing/F5,frames/ChopstickUsing/A5,1
251,frames/ChopstickUsing/C5,frames/ChopstickUsing/C4,1
31,frames/ChopstickUsing/D4,frames/ChopstickUsing/C5,1
75,frames/Knot_Tying/H004,frames/Knot_Tying/I005,1
253,frames/Knot_Tying/G005,frames/Knot_Tying/I005,1
202,frames/Suturing/C004,frames/Suturing/C001,1
208,frames/Suturing/D005,frames/Suturing/D004,1
280,frames/Suturing/F002,frames/Suturing/D001,1
147,frames/Knot_Tying/D003,frames/Knot_Tying/G003,1
136,frames/Suturing/E003,frames/Suturing/H001,1
126,frames/Needle_Passing/H005,frames/Needle_Passing/C003,1
316,frames/Suturing/I002,frames/Suturing/H005,1
50,frames/DoughRolling/S07,frames/DoughRolling/S19,1
189,frames/ChopstickUsing/C4,frames/ChopstickUsing/F1,1
40,frames/Sonic_Drawing/B4,frames/Sonic_Drawing/B5,1
68,frames/DoughRolling/S32,frames/DoughRolling/S35,1
370,frames/Suturing/F003,frames/Suturing/C001,1
1,frames/ChopstickUsing/A1,frames/ChopstickUsing/G5,1
251,frames/Knot_Tying/E002,frames/Knot_Tying/G004,1
16,frames/HandDrawing/E2,frames/HandDrawing/E3,1
37,frames/Knot_Tying/C004,frames/Knot_Tying/E001,1
48,frames/ChopstickUsing/B2,frames/ChopstickUsing/G3,1
271,frames/Suturing/I004,frames/Suturing/G003,1
334,frames/Suturing/C003,frames/Suturing/B004,1
21,frames/ChopstickUsing/H3,frames/ChopstickUsing/C3,1
79,frames/DoughRolling/S48,frames/DoughRolling/S35,1
119,frames/Suturing/C004,frames/Suturing/G005,1
159,frames/Knot_Tying/D004,frames/Knot_Tying/D005,1
154,frames/Knot_Tying/C005,frames/Knot_Tying/D005,1
221,frames/Knot_Tying/C003,frames/Knot_Tying/G002,1
6,frames/ChopstickUsing/D4,frames/ChopstickUsing/F1,1
156,frames/ChopstickUsing/D5,frames/ChopstickUsing/F5,1
16,frames/Knot_Tying/F002,frames/Knot_Tying/F004,1
185,frames/Knot_Tying/F003,frames/Knot_Tying/I001,1
145,frames/Knot_Tying/E003,frames/Knot_Tying/C005,1
275,frames/Suturing/C003,frames/Suturing/G001,1
136,frames/Knot_Tying/I001,frames/Knot_Tying/G004,1
197,frames/ChopstickUsing/F2,frames/ChopstickUsing/B1,1
85,frames/Needle_Passing/H002,frames/Needle_Passing/C003,1
183,frames/Suturing/F002,frames/Suturing/G003,1
329,frames/Suturing/F004,frames/Suturing/B002,1
47,frames/Suturing/C004,frames/Suturing/I003,1
19,frames/Needle_Passing/H004,frames/Needle_Passing/I004,1
45,frames/DoughRolling/S55,frames/DoughRolling/S30,1
101,frames/Needle_Passing/I005,frames/Needle_Passing/I004,1
